High,Low,Open,Close
177.1601543477229,174.01221794171514,175.4076601316544,173.45305453061917
174.68039886526003,173.00926699077235,172.98239023371443,170.6144886414666
174.3261601648027,172.23108872603524,172.32397651200324,171.30547953066636
175.51555303094858,173.51477135522873,172.3338791613438,172.36705587458755
176.26438820106551,175.2580300490774,174.24769527634007,173.8655511483147
176.81939012037472,174.9697679707207,175.4419726602329,172.51252187816482
176.5933394664402,174.59740764033722,173.40707415055226,173.84186975593317
178.0426661209734,176.28487093763823,176.09764617616827,174.78988998144243
176.992896580319,175.59159544135088,175.34647207690304,174.65810116730262
176.99866068386885,173.58475425608145,175.16069937918238,171.70181531980066
175.85802545986488,174.71823188531238,173.666635924585,173.07540455033532
177.4281939265077,175.554988839555,174.86799034993453,173.9961737541619
178.63470274090858,175.99234393308618,176.8681367484079,174.34111862120568
176.34648908169973,175.13393887330267,175.01026211923093,171.01370490596415
175.97015764999418,174.78608149723738,174.17272787050177,172.1946154307954
177.35711114229179,176.08415221916815,174.1738751248902,173.42503079766897
178.32359380618215,177.95117630796895,176.26864801157214,174.94708628362017
178.58758697753294,177.48798944529122,177.18344815237336,173.03779999355814
177.82213933256034,176.42753191747744,174.99562852362757,174.19383780628795
179.48855914741986,178.74968591778708,177.26569114028257,175.87558051785712
178.51859243443798,178.02091142807424,176.72782231396621,175.3225748681029
177.94260394624067,175.11398508602747,176.54210981837207,171.39575583966678
176.82500967827053,175.94216328333056,174.36399934122014,173.06496368525754
177.70197385354908,176.55145768621077,175.3179420858749,173.32569960370546
178.60151836742523,176.63497607478033,176.82421749338357,173.43823075603484
175.77422907094098,174.8427393374513,174.36185019373232,169.5181208605582
175.6203924518807,174.80689615338616,173.39377590301277,171.0645610875873
177.19351095760692,176.17116652799803,173.75633900102878,172.50195467022317
178.76609604845817,178.9017703866946,176.36400842741782,174.654263155293
178.92228785002638,178.2910092638594,177.81854779448327,172.40957153170604
178.02122706437538,177.06457313011902,174.7549874270133,173.61606980860512
179.83685177166896,179.80509980856942,177.5673037543646,175.26296912217578
178.817926889948,179.2870671340596,177.4423708245585,174.76820397561747
178.21022357229015,176.15153769009316,176.62338553872323,170.7095175569937
176.92240188453647,176.98900614401236,174.55500802092908,172.51604068047843
178.5505861665048,178.2313698657311,175.84716470066675,173.12636858085057
179.60254351301032,178.69623996894083,177.69794920498876,173.25304680878799
177.03151514225274,177.42153801580116,175.395573898016,169.79845361546032
176.75563806108505,177.06733301765715,174.54678687967487,171.00771582879415
178.16492458399986,178.387429103699,174.72085742982816,172.2830421671889
179.32568782867872,180.56120235815254,177.00670783569655,174.07223425068008
179.62720126825758,180.09232517783389,178.25458760117294,172.16529528467194
178.95846414969134,179.17478094816514,175.6966774031358,173.38928520025914
180.62599831855653,181.47089480915898,178.34062329270722,174.86090257194644
179.61251859440384,180.83694260906466,177.93759789741316,174.44511321149417
179.18930246438666,178.11237633575695,177.453181848947,170.71904190322033
177.99309858214187,179.03703327797928,175.5189847927801,172.36924572811867
179.38595301615314,179.96788998663067,176.70194902263015,172.95705699733554
180.4376789170577,180.31099889087443,178.50944852836005,173.1374965209699
177.8728199012427,179.00890517061336,176.29235180262162,169.57685213074302
177.60378394216173,178.75129816319216,175.41721032925167,170.8798759685649
179.05439857233188,180.0778370031179,175.58934369116892,172.19195495522015
180.2795839088174,182.323976444072,177.90114640861847,174.0192363868377
180.52806093571516,181.8146373741115,179.10659420632,172.0102038994691
179.76404317822468,180.76181167070666,176.52753295176504,173.21087839705706
181.47438315378253,183.1979905977634,179.10811065754527,174.79100263169687
180.4717483358689,182.56969406235888,178.73601507175533,174.3150172177214
179.95116619252488,179.66750702144213,178.25272538155653,170.43566449564636
178.7507398269342,180.53691942210122,176.21680948252742,172.1378816207383
180.06474608911952,181.46269070842655,177.36245646212802,172.64552657878042
181.07306509745155,181.76312271852186,179.0960484943838,172.7917659633949
178.4314400079728,180.32022997171435,176.78895157837368,169.16744247368786
178.19332138026454,180.1012877201771,175.8942250659851,170.50699369761696
179.66689740591508,181.43737655566275,176.12033181575933,171.8413376582535
180.97256608201508,183.80921567812268,178.5088257125196,173.74356255214892
181.2101238740258,183.2810884190975,179.79474543895105,171.7025675379877
180.43470230512986,182.21573382369613,177.08481584803448,172.9117944492232
182.1626543038186,184.70274754747598,179.74617111645753,174.47706805716433
181.15220778544509,184.10627613332923,179.4358535472074,174.01417577287202
180.6350904779478,181.18599903566715,178.85798411999525,170.13320900602872
179.41092711955875,182.06213202358245,176.8381178553376,171.84752269344006
180.83764660908247,183.08562142292155,178.0341547041927,172.40654301177187
181.87107210405387,183.44871330653243,179.81895462893033,172.55785799142194
179.27196904890917,182.0987987101111,177.53545300482978,168.99777668716965
179.01406064142813,181.82725543184287,176.65847743062972,170.29172560520843
180.4625844305247,183.1556445844224,176.85661182188161,171.60369474253304
181.7034205207877,185.42991712823138,179.1972960365994,173.45336254182163
181.9624284834273,184.92538165869178,180.45261853196746,171.45759964411013
181.2208047092566,183.9086692086081,177.81777409018025,172.66818093639966
182.92636825217255,186.32255601435102,180.4542518892816,174.21302387258874
181.91733000217,185.70523134517634,180.1026056837573,173.7587172039258
181.42602887011347,182.84980603748588,179.57439052546118,169.91940383340835
180.2167650533729,183.73868599674122,177.57461860549398,171.61304412353437
181.60098793974893,184.70496846825426,178.75451512439557,172.16428208301897
182.63233034769078,185.04335519868664,180.53302116689082,172.32181301534297
180.03062746045256,183.68032409991343,178.2623352670998,168.7422820367758
179.77530300748623,183.42865737450828,177.3814827630562,170.05234302276293
181.23171933826833,184.75877385747683,177.57923440260373,171.37106333238935
182.48696374217099,187.0535100405018,179.92363509666154,173.23057073997256
182.73671697224927,186.54049952669828,181.17251790961865,171.21769211914258
181.97885385588987,185.498348622822,178.53476518018513,172.42523346806215
183.6923014483311,187.94075479582472,181.16169543629914,173.98559145723138
182.6846824039082,187.32629699345136,180.81453077736137,173.52294361714127
182.1774987411925,184.43737722768992,180.2866496793784,169.66047473061602
180.9664207908355,185.31655091851192,178.27175248383378,171.36260541685184
182.34295966576954,186.28753411204954,179.44602151933253,171.90459514343254
183.36833148091264,186.62173359044135,181.21346796983036,172.05725754733456
180.75598092644375,185.2383345527146,178.92938274455122,168.47166469089916
180.5048192823792,184.99070156349856,178.045592136956,169.78472318236692
181.96383937662117,186.32211927647342,178.25140378230046,171.1055677573705
183.22929297325982,188.63420031600398,180.6072712255204,172.9734726502929
183.47825727144294,188.11911630192512,181.86815154897553,170.9582631917787
182.72010707554196,187.07747873529067,179.21084305114925,172.16716581129322
184.43540235702588,189.5249596111533,181.84980608684106,173.72416916204668
183.42656230193023,188.91511499968794,181.51188335222977,173.26396225685164
182.92116586625824,186.02662640743597,180.96987725779647,169.4035334748321
181.70687803092463,186.90776237830187,178.95732666763516,171.1063514542141
183.09998980443248,187.8933033006141,180.13910297069708,171.6556460219366
184.129400991834,188.23752771817087,181.91416072425488,171.8094129361103
181.52393551952943,186.8703605848598,179.63355486263166,168.23242174775675
181.26963428437134,186.61426226853945,178.75240566315807,169.53950072159404
182.72489763630838,187.94437272673932,178.95406636904795,170.85734817664533
183.98034571789344,190.23980682450818,181.3028314143048,172.7178831479887
184.23240896942605,189.72854487765142,182.55918190630416,170.70854248816883
183.47906354308037,188.6943288910278,179.9130225636328,171.91748230852295
185.19104066898362,191.13009219377457,182.54831017007626,173.47226145466314
184.18249955454988,190.51660275432673,182.2042455944619,173.01288940878186
183.68060934015378,187.6380331955587,181.66960852150223,169.1574598324839
182.46869145960315,188.5209388945695,179.66006699222734,170.85763206241285
183.85443785908996,189.49629863940606,180.8394577019248,171.4052485861478
184.88322447607422,189.8357680568055,182.61360084195343,171.55968408682708
182.27682893261274,188.46503100825774,180.3349207139955,167.97943370297565
182.0231496433957,188.21279663733418,179.45320129084766,169.28910164525212
183.47983633962315,189.54329765576617,179.65479096726304,170.60808150217505
184.7381398541759,191.84346985911802,182.0040873734003,172.47055748037062
184.98864077320457,191.33054001687557,183.2594609276893,170.45851335349306
184.23260560469583,190.29170586835994,180.6129044479618,171.66707030857845
185.94596905592016,192.73297217677543,183.24675379053076,173.22400042198095
184.93760430116944,192.12027230947365,182.90333805166196,172.76350691411278
184.43318086938112,189.23560798150427,182.3687754832783,168.90470452180648
183.22081280140435,190.1168533484055,180.35698494301533,170.60619212670613
184.60607365512277,191.09391065703807,181.53552718346967,171.15281727433464
185.63406662714317,191.43319261086762,183.30801544540213,171.3065806562987
183.02624072879462,190.0596694069169,181.0273404705626,167.72588948367826
182.77309955430923,189.80768430569398,180.14518031774247,169.0356807812922
184.23003836242682,191.1383477504149,180.3479735723565,170.3548160447237
185.48955296504036,193.44072986475453,182.69898438826218,172.21815180449457
185.74006986436743,192.92764138489397,183.95614658776054,170.20607857950418
184.98421374344696,191.88932860685122,181.3066679977682,171.41484242877098
186.69772536900044,194.3308470025963,183.94230971251895,172.97114580111568
185.68917347706432,193.71877999883225,183.60027648338362,172.51106538342907
185.18520975926234,190.83476591592887,183.06360450175686,168.65284400653113
183.9724243584976,191.71647176126314,181.05215693153792,170.3542900289284
185.36006940865875,192.69560227173855,182.2318175986342,170.90192249663926
186.38869863856587,193.03644188287348,184.00543713242365,171.05588873926797
183.78196357406404,191.66567865739546,181.72527516143853,167.47631338191474
183.52833430054247,191.41236951151416,180.84350804855856,168.78534673231496
184.9847210588283,192.74281661546726,181.04568535239684,170.10409303073249
186.2427212911168,195.04243022507237,183.39564110362193,171.9664260894272
186.49367528982762,194.52994396381447,184.65213271626524,169.955087874147
185.73848427058917,193.4927210796056,182.00430956764876,171.16383633707244
